level_0,index,name,duration_ms,popularity,num_markets,album,disc_number,is_explicit,track_number,release_date,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,lyrics,region
389,438,Hypnotize (Intro),221026,37,78,The Inspiration,1,True,1,2006-01-01,Jeezy,0.643,0.487,1,-7.749,0,0.1,0.0857,1.97e-06,0.124,0.286,150.165,4,"(Verse 1:)
(Ay Ay Ay Ay Ay Ay Ay)
Class In Session When I Talk Then Listen But U Know How It Go Real Niggas Pay Attention Ain't Talkin
Money We Speakin A Different Language The Hatin Niggas Gonna Be The Translators They Move To Slow When I
Think To Quick Thats Why I Flash Like Gordon Im Light Years Ahead Of U Niggas Thats Why I Forgot More
Than You Learned Its My Spot Now U Better Wait Your Turn And That Yayo Shit Is Irrelavent You Can't Hide
The Fact That Im Intellegant Street Smart With The Little Book Sets A Young Nigga With Alot Of Common
Sense They Say Im Shallow But I Think So Deep (How Deep) Deep As The Abys So When You Get A Minuet Take A
Look At My Wrists Wassup

(Chorus:)
Hypnotized You Are Hypnotized (x4)
Now I Command You Niggas To Get Money (x4)

(Verse 2:)
Rock Ice Yeah Nigga Live Life Can't Explain The Feeling When Im Riddin In The Chevy Im On Top Of The
World Just Gives Me The Chills Yet Im Big On Wheels A Thousand There With The Dreams In Mills Then Grands
At The Mall Just For Thrills Shit I Get It Right Back Nigga Thats For Real Its All In The Game Free
Throws And Fouls Half A Mill In The Bassment Got Damn Im Flavored I Want It All No Matter The Cost F**k
The Consequences Ain't Nothin To A Boss Made Alot Out Of A Little Something Out Of Nothing Im So Proud Of
Me Put The Streets On Top Where Their Supposed To Be The Sky Is The Limit Thats What Jeezy Said And The
Limmit Is The Sky Lets Slice That Pie

(Chorus)
Hypnotized You Are Hypnotized (x4)
Now I I Command U Niggas To Get Money (x4)
Hypnotized You Are Hypnotized (x4)
Now I Command You Niggas To Get Money (x4)
Hypnotized You Are Hypnotized You Are Hypnotized (x4)",south
390,439,Still On It,226973,36,78,The Inspiration,1,True,2,2006-01-01,Jeezy,0.55,0.84,8,-5.922,1,0.291,0.0301,0,0.0518,0.427,160.81,4,"[Intro]
Yea! Hey, I'm back motherfuckaz, This sounds like one my nigga
I ain't trying to sell 10 million copies nigga, I'm tryin' to sell a million ten times nigga

[Verse 1]
I told you motherfuckas I'd be right back
Shooting dice in the hood musta lost eight stacks
Ain't nothin to a G hop back in my Maybach
But I'm only ridin' this cuz the Chevy's in the shop
502 with the chrome in the tape
I'm so excited, you damn right I can't wait
This my birthday I got big cake
Rubik's cube, you know we keep the white squares
Catch me in the E, a mill lookin for the bucks
They paying 24 I'm on my way with the ducks
26"" make it sit up like a truck
I used to give a damn, but I never gave a fuck

[Hook]
I said that D boy bullshit, yea I'm still on it
Got a half a brick left, do anybody want it?
They goin for ten, you can get 'em for the eight
Just holla at cha boy when you tryin get straight
I said that D boy bullshit, yea I'm still on it
Think I got a nina left, do anybody want it?
They goin for the five, you can get 'em for the fo
We keep it round here, just let a nigga know

[Verse 2]
I'm on the block all day with them blocks all day
Straight splurge up in Lennox, shit I shop all day
Shut down Champs, did the fool in Prada
Yea its just the white T, but the shoes is Prada
I got a bag full of stones and a pocket full of bills
Call the the X man, keep a pocket full of pills
Image this, so much ice in the watch (How much?)
You woulda thought time froze
Welcome to my life yea the first episode
Never miss a beat I got a many time codes
Still count a quarter mill with my fuckin eyes closed
One hand behind my back and a fucking blindfold

[Hook]
I said that D boy bullshit, yea I'm still on it
Got a half a brick left, do anybody want it?
They goin for ten, you can get 'em for the eight
Just holla at cha boy when you tryin get straight
I said that D boy bullshit, yea I'm still on it
Think I got a nina left, do anybody want it?
They goin for the five, you can get 'em for the fo
We keep it round here, just let a nigga know

[Verse 3]
I'm so hot you lil niggas ain't cool
The boy gettin new paper, like the first day of school
Stay fresh like the first day of class
Two bricks and three choppaz all in one stash
Gonna cost you fourty grand and you gotta pay cash
They blunts burn slow but that paper come fast
The garbage man you fuck niggas so trash
I'm first place you fuck niggas so last
And I'm back to the future you fuck niggas so past
I know what you thinkin, that motherfucka so fast
Chef Boy R Jeezy, I'm supposed to cook
They say he gettin money nigga this how you supposed to look

[Hook]
I said that D boy bullshit, yea I'm still on it
Got a half a brick left, do anybody want it?
They goin for ten, you can get 'em for the eight
Just holla at cha boy when you tryin get straight
I said that D boy bullshit, yea I'm still on it
Think I got a nina left, do anybody want it?
They goin for the five, you can get 'em for the fo
We keep it round here, just let a nigga know",south
391,440,U Know What It Is,224240,35,78,The Inspiration,1,True,3,2006-01-01,Jeezy,0.344,0.634,1,-6.007,1,0.286,0.00893,0,0.201,0.128,72.714,4,"(Intro: Shwaty Redd)
Ay bruh, I'ma tell you on some real shit homie
You know what I'm sayin', you can't let this shit get to you dog
Know what I'm sayin', it ain't no pressure out there my nigga
Everybody f**ks wit' you cause of what you do my nigga
What you say, what you speak on these motherf**kin' beats nigga
Only thing I can motherf**kin' tell you on some real G shit
Is to stay focused and let these niggas know you still the...

(Verse 1: Young Jeezy)
Realest nigga alive
You could see it in my eyes
I ain't playin wit 'em homie
Yeah I'm strapped when I ride
You real nigga yeah he keep it way hood
To governor a bitch, I make Georgia look good
Those a hundred proof nigga tell you different, he a liar
Drop 1 album, set the world on fire
I will not stop and I won't retire
You niggas smoke good, but I stay higher
Take 'em back to the white lex bubble
Could of told back then that dem boys was in trouble
Trend setter like the boy Don Can
I started makin' dollars then it started makin' cents
I used to share my room with the roaches and the rats
My lil' cousin Paul and my uncle, Bo' Slick
Used to get 'em by the hunderds nigga, you can ask Slick
Bet Jeezy pack the dough homie just like Vick
You Know What It Is...

(Chorus: Young Jeezy)
I can't even lie
A day like this
Hey, it's gonna be a hell of a night
Homie you know what it is
Cause I'm so fly
Ya eyes don't lie
You fukin wit a gangsta tonight
Baby, you know what It is
I can't even lie
A day like this
Hey, it's gonna be a hell of a night
Homie you know what it is
Cause I'm so high
My eyes don't lie
You f**kin wit a gangsta tonight
Baby, you know what it is

(Verse 2: Young Jeezy)
I gave 'em my heart, they lent me they ears
This is the best gangsta shit that you've heard in years
I try to told dem niggas keep one in the plastic
July 26, ya boy delivered a classic
I walk through the fire, gasoline doors

I dun seen everything nigga, and i dun sold it all
New whips every month, nigga i dun drove it all
Pocket full of bread, nigga bet i blow it all
And then we go to jail, and think about it all
Nuthin else to do, so we ball till' we fall
Baby on the way, I'm just waitn on the call
Told her bring her friends, we gon run through 'em all
Lets get it, she know what it is...

(Chorus: Young Jeezy)
I can't even lie
A day like this
Hey, it's gonna be a hell of a night
Homie you know what it is
Cause I'm so fly
Ya eyes don't lie
You fukin wit a gangsta tonight
Baby, you know what It is
I can't even lie
A day like this
Yey, it's gonna be a hell of a night
Homie you know what it is
Cause I'm so high
My eyes don't lie
You f**kin wit a gangsta tonight
Baby, you know what It is

(Verse 3: Young Jeezy)
I'm ya hoods last hopes
I'm the El' Capi'tan
Ask about me in the city
I'm the motherf**kin' man
Head above war, we call it 10 doors down
We hustle right here, work 10 doors down
Live life like a lottery, I call it the big game
Investigate it for me, I call it the big change
I sleep when I'm gone, yeah I'm tryna get to it
It's like a Nike campagne the way ya' boy just do it
Aye!, the paper keeps coming
Yeah, it flows like fluid
Get a 50 pack and we run right through it
Make dem boys tuck it in cause I'm all iced out
87-32 yeah, you know what I'm about
HA HA, you know what it is...

(Chorus (fade out): Young Jeezy)
I can't even lie
A day like this
Hey, it's gonna be a hell of a night
Homie you know what it is
Cause I'm so fly
Ya eyes don't lie
You fukin wit a gangsta tonight
Baby, you know what It is...",south
392,441,J.E.E.Z.Y.,229440,39,78,The Inspiration,1,True,4,2006-01-01,Jeezy,0.624,0.636,4,-6.269,1,0.085,0.0422,0,0.161,0.215,77.539,4,"[Jeezy talking]
It's a beautiful day in the neighborhood
All's well that ends well
Outside watering their lawn and shit

Birds are chirping, dogs are barking
It's beautiful
That may be your hood but this is my hood...

[Verse 1]
Got the red dogs trippin' and these niggas still snitchin
The old lady across the street still bitchin
It's 3 in the mornin take your old ass to sleep
The third time she's called the police this week
Lookin' at my Franck Muller, it's about that time
The folks just left so I'm on my grind
Said you wanna two-fifty guess you need that nine
I want that bread but I don't need that time
Charger fresh out the shop with that suicide doors
Swear it died and came back alive
With 22 inches all under the frame
Keep my pocket full of bread, you niggas know the name

[Hook]
Jeezy like to drink
Jeezy like to smoke
Jeezy like to mix arm and hammer with his coke
Jeezy at the trap
Jeezy like to grind
Jeezy bout his paper
Cuz Jeezy like to shine

Jeezy like to drink
Jeezy like to smoke
Jeezy like to mix arm and hammer with his coke
Jeezy at the trap
Jeezy like to grind
Jeezy bout his paper
Cuz Jeezy like to shine

[Verse 2]
Sold those squares yeah I cooked them o's
Guilty as charged yeah I rock them shows
I can't even lie yeah I fucked them hoes
Trapped all day spent it all on clothes
Shop all day till the mall is closed
Come back to the trap to get my pockets swoll
Fruitopia, smoke blueberry
Mix it with the purp, we call it cranberry
The Bin Laden clips yeah they came with the choppers
Got a slick mouth I hope you came with a doctor
The boy stacks cheese like it came with the whopper
Stay fly like I came in a chopper

[Hook]
Jeezy like to drink
Jeezy like to smoke
Jeezy like to mix arm and hammer with his coke
Jeezy at the trap
Jeezy like to grind
Jeezy bout his paper
Cuz Jeezy like to shine

Jeezy like to drink
Jeezy like to smoke
Jeezy like to mix arm and hammer with his coke
Jeezy at the trap
Jeezy like to grind
Jeezy bout his paper
Cuz Jeezy like to shine

[Verse 3]
Ain't shit shakin but the leaves in the trees
Between me and you I got a deal on the ki's
Six in one run, made a mil on the trees
Different broad every night, keep a plug on the white
Mr. 17-5, you niggas know the name
Why y'all playin y'all know it ain't a game
This is me motherfucker, why would I ever change
120 carats, you niggas see the chain
I'm a bathing ape fanatic
Red monkey junkie
Glass pots on the stove got the kitchen smellin funky
Sold a million records but I still flip them blocks
On the TV every day but I'm still pop them Glocks

[Hook]
Jeezy like to drink
Jeezy like to smoke
Jeezy like to mix arm and hammer with his coke
Jeezy at the trap
Jeezy like to grind
Jeezy bout his paper
Cuz Jeezy like to shine

Jeezy like to drink
Jeezy like to smoke
Jeezy like to mix arm and hammer with his coke
Jeezy at the trap
Jeezy like to grind
Jeezy bout his paper
Cuz Jeezy like to shine

Jeezy like to drink
Jeezy like to smoke
Jeezy like to mix arm and hammer with his coke
Jeezy at the trap
Jeezy like to grind
Jeezy bout his paper
Cuz Jeezy like to shine

Jeezy like to drink
Jeezy like to smoke
Jeezy like to mix arm and hammer with his coke
Jeezy at the trap
Jeezy like to grind
Jeezy bout his paper
Cuz Jeezy like to shine",south
393,442,I Luv It,240613,55,78,The Inspiration,1,True,5,2006-01-01,Jeezy,0.64,0.783,2,-6.575,1,0.0372,0.00105,0,0.384,0.17,90.998,4,"Ride till I die, Lord knows stay high, and I love it
Let's go!

We count hundreds on the table, twentys on the floor
Fresh outta work and on the way with some more
And I love it (yeah!), and I love it
I got gangstas in the crowd, bad bitches at my show
Parked outside, and sitting on fo's
And I love it (yeah!), and love it

Once again it's on, I'm back in the motherfucking booth
These niggas still lying, I'm the motherfucking truth (YEEEEEAHHH!)
I don't believe I need some more fucking proof
I ain't want the four door, I copped the motherfucking coupe (HAHA!)
They tryin be me, I'm just tryin be G
And everything comes to the light you'll see
These niggas in the dark baby I'll just shine (SHINE)
I do it from the heart homie they just rhyme (YEEEEEAHHHH!)
Check your watch nigga it's my time (HEY!)
Mind made up I was on my grind (THAT'S RIGHT!))
So pay attention yea you on my time
In that case time waits for no man
Do it again I done that before man (GYEAH!)
M.O.E., he ain't part of the program
Or maybe you niggas ain't listening
Open your eyes I'm a blessing in disguise

We count hundreds on the table, twentys on the floor
Fresh outta work and on the way with some more
And I love it (yeah!), and I love it
I got gangstas in the crowd, bad bitches at my show
Parked outside, and sitting on vogues
And I love it (yeah!), and love it

Yea I blew up, but they ain't like that
They switched up on me, and I ain't like that
Sold my first brick yea, I came right back
Fast forward the tape, nigga look at me now
And I never turn back, so motherfuck that
Nikes is on the ground got my head to the sky
Smoked all day, Lord knows I stay high
Stay on top, Lord knows I'm gon' try
And live for the moment, Lord knows I'm gon' die
And when I get to hell, Lord knows I'm gon' fry
Woke up this morning so I'm still alive
36 O's I sold them all for five

We count hundreds on the table, twentys on the floor
Fresh outta work and on the way with some more
And I love it (yeah!), and I love it
I got gangstas in the crowd, bad bitches at my show
Parked outside, and sitting on vogues
And I love it (yeah!), and love it

Been around the world, it's the same ol' caine
Been around the world, it's the same ol' thang (Dro)
All the real niggas either dead or in jail
And if you're looking for me homie, I'm in the A-T-L
You gotta play it how it go, you can't cheat on life (YEAAAAH!)
Ya better drink a Red Bull, you can't sleep on life
I ain't tryna do you, I'm tryin' do me
Last album did two, I'm just tryin' do three
Fresh out the pot yea the work was hard
Ride with the top down so I'm closer to God
My P.O. telling me I need a 9 to 5
But I already got a job, and that's stayin alive

We count hundreds on the table, twentys on the floor
Fresh outta work and on the way with some more
And I love it (yeah!), and I love it
I got gangstas in the crowd, bad bitches at my show
Parked outside, and sitting on vogues
And I love it (yeah!), and love it

Ride till I die, Lord knows stay high, and I love it
Let's go!",south
394,443,Go Getta,229346,51,78,The Inspiration,1,True,6,2006-01-01,Jeezy,0.375,0.726,3,-6.46,0,0.193,0.115,0,0.177,0.44,173.99,4,"[Intro: R. Kelly & Young Jeezy]
Young Jeezy, CT
And ya boy Kells
Yeah, 8732, what it do, nigga?
Haha. That's right keep clapping ya'll. DJ you playing with us, turn it up
(Kiki, I got you homie, Let's get it)
Let's go get 'em Jeezy...oh, oh, oh

[Hook: R Kelly]
You know we trap all day (oh) we play all night (oh)
This is the life of a, the life of a (ay)
Go Getta (ay) Go Getta (ay) Go Getta (yeeeah)
And in the club, you see a bad bitch, point her out (oh)
Yeah ya damn right I'mma (ay) ya damn right I'mma (ay)
Go Getta (ay) Go Getta (ay) Go Getta (yeeeah)

[Verse 1: Young Jeezy]
Enemy of the state, they callin' me Will Smith (whoa)
Thing on my side, you can call that Jada (damn)
Them boys talking down, yeah we call them haters
I'm balling right now so we'll get to that later (oh oh oh oh)
I be the first to admit I'm such an alcoholic (oh oh oh oh)
Only blow the good shit, yeah that wuchumacallit (haha)
Catch me posted on the block, in somethin exotic (whoa)
0-7 year, the same color Hypnotiq (yeeeeeah)
On the outside lookin, and I want in (ay)
My homie did the same thing and he got ten (damn)
Just took a loss, still tryin to win (yeah)
Ain't tryin to give back, so what you tryin to spend? (Let's get it)

[Hook: R Kelly]
You know we trap all day (oh) we play all night (oh)
This is the life of a, the life of a (ay)
Go Getta (ay) Go Getta (ay) Go Getta (yeeeah)
And in the club, you see a bad bitch, point her out (oh)
Yeah ya damn right I'mma (ay) ya damn right I'mma (ay)
Go Getta (ay) Go Getta (ay) Go Getta (yeeeah)

[Verse 2: Young Jeezy]
We live life on the edge like there's no tommorrow (damn)
And grind hard like there's no today
And do the same shit like it's yesterday
The game never stop, so who's next to play? (oh oh oh oh)
Against all odds, you can place ya bets (oh oh oh oh)
Yeah I'm just getting started so I ain't done yet (nah)
Risk it all, you can lose ya life
What else can I say? That's a helluva price (damn)
I don't under cause I overstand
No time for mistakes so I overplan (ay)
I'm in the club like what? 4-5 with me (yeah)
And I'mma stay thuggin till the feds come get me (yeeeeeeah)

[Hook: R Kelly]
You know we trap all day (oh) we play all night (oh)
This is the life of a, the life of a (ay)
Go Getta (ay) Go Getta (ay) Go Getta (yeeeah)
And in the club, you see a bad bitch, point her out (oh)
Yeah ya damn right I'mma (ay) ya damn right I'mma (ay)
Go Getta (ay) Go Getta (ay) Go Getta (yeeeah)

[Verse 3: R. Kelly]
Hey, hey, this is how we play
When we roll up to the club high sittin on twenty-tre's
Hop out like we fabolous
Top models grabbin us
They love them Go Getta's only in America
Put the D on, chicks like Wallace
Turn 'em forward now, they can have all of this
Can't deny it when you see the wheels spinnin
Boy Kells out the coupe in Miami white linen
Chips big spending, walk up out the club with a shitload of women
Soon as I see what I like I'mma get it
I'mma get it, oh I'mma get it, cause I'mma Go Getta

[Hook: R Kelly]
You know we trap all day (oh) we play all night (oh)
This is the life of a, the life of a (ay)
Go Getta (ay) Go Getta (ay) Go Getta (yeeeah)
And in the club, you see a bad bitch, point her out (oh)
Yeah ya damn right I'mma (ay) ya damn right I'mma (ay)
Go Getta (ay) Go Getta (ay) Go Getta (yeeeah)

[Spoken Outro]",south
395,444,3 A.M.,236773,37,78,The Inspiration,1,True,7,2006-01-01,Jeezy,0.627,0.7,6,-4.948,0,0.296,0.299,0,0.0771,0.584,149.994,4,"[Verse 1: Young Jeezy]
It's Young Jizzle and I'm back with Timbo
With another hit
You still stuck in a limbo
An adlib here and an adlib there
Fuck it adlibs everywhere
As I proceed to give you what you need
Spit straight drop, nigga cocoa leaves
A-Town pimp, tell me what you know about it
Wanna talk White
I'll tell you what I know about it
I'm on that Grey Goose, higher than a pelican
Sophomore year but I spit it like a veteran
Gangsta, gangsta you can tell by the swag
And it's fresh off the lot
You can tell by the tag, what's up

[Refrain: Timbaland]
It's about three in the morning
Gotta leave with somethin hot cause a nigga horny
Now I'm in the parking lot, baby all over me
Ay, ay, wait a minute ha
It's about three in the morning
Got my thing cocked cause them boys they be on it
Niggas they be talking but they don't really want it
Ay, ay, wait a minute ha

[Verse 2: Young Jeezy]
The flow's so cold and I'm so cool
Let a nigga try, I'mma act a damn fool
Got that Will Ferrel, we call it Old School
Then we mix it all up, call it Pro Tools
Serve em demo tracks, let em demo that
All these bitches in the club, where the bad ones at
She got a mean walk I got a big stick
I see you mugging homie, I got a full clip
See I master that, and then I mastered this
Then I bring it all back, I gotta master wrist
I was on dro and she was on Hen
She was on her, and I was zoning, let's get it

[Refrain]

[Verse 3: Young Jeezy]
Verse three, I'm back to the basics
Fresh out the jeweler
Came back with the bracelet
Blowing haze yeah dogg I can taste it
Parked the 430 came back in a spaceship
And my whip game is so sick man
I double up everytime I flip man
Birds by the flocks, clips in the Glocks
Multi-platinum, still watchin for the cops
Ya girl keep sweating me, she staring at my rocks
Me I'm G'd up, grabbing on my, huh
I walk it how I talk it, play it how I say it
Me and Timb on the track, but everybody play it

[Refrain]",south
396,445,The Realest,249786,34,78,The Inspiration,1,True,8,2006-01-01,Jeezy,0.535,0.793,2,-6.131,1,0.15,0.00543,0,0.189,0.237,78.031,4,"[Verse 1]
Supercharger, the same color as PJ
(yeaaaaah) I got a champagne range
Pick niggas off, I got a night-scope aim (Bah)
Audio, video, you caught on tape
That's a way to get ya ass sent Upstate (dayyyum)
In 98' I took them trips down to Lauderdale
Back and forth, like Aaliyah
Chances of gettin' rich is like one-in-a-million
(hahaaaaa) Or more like two-in-a-billion
Flashin' lights, my mind's playin' tricks on me
But the mini van still do tricks homie
Swear the feds just starin' at a nigga
You know, you feelin' ya heart fall into ya feet
Summertime niggas still ridin' with the heat
Jeezy De Niro, Snowman Pacino
Real niggas love me because I talk that lingo

[Chorus]
And I'm the mo'fuckin' realest
They lies, they phonies, they fakes
These niggas ain't never sold the weight
And I'm the mo'fuckin' realest
They lies, they phonies, they fakes
These niggas ain't never sold the weight
And I'm the mo'fuckin' realest
They lies, they phonies, they fakes
These niggas ain't never touched the weight
And I'm the mo'fuckin' realest
They lies, they phonies, they fakes
These niggas ain't never touched the weight
And I'm the mo'fuckin' realest

[Verse 2]
Nowadays, the GT's Glock black (cheaaa!)
The shoes on that motherfucking 3-80 chrome
Gotta be careful what you say on the phone
I'm 36 O's away
From givin' the mic up and goin' back to the streets (naww)
What's the difference, I still eat the same
A nigga paranoid, I still sleep the same
You niggas rappin' 'bout blow, like it's a fad
Nigga this is my life, I ain't tryna set trends
Cause everybody knows how that brick-road ends
Heartless, maybe I need to see the Wizard
Until then, I'mma make it snow blizzards

[Chorus]
And I'm the mo'fuckin' realest
They lies, they phonies, they fakes
These niggas ain't never sold the weight
And I'm the mo'fuckin' realest
They lies, they phonies, they fakes
These niggas ain't never sold the weight
And I'm the mo'fuckin' realest
They lies, they phonies, they fakes
These niggas ain't never touched the weight
And I'm the mo'fuckin' realest
They lies, they phonies, they fakes
These niggas ain't never touched the weight
And I'm the mo'fuckin' realest

[Verse 3]
I stay on the block, and risk my life
Day in and day out until a nigga sold out
You niggas playin', I show you what that street shit 'bout
Hit you right up with them thangs, and come back with the chains
Might cook it in the stove, might cook it in the microwave
Either way it's gonna sell, still weigh it on the scale
You rappin'-ass niggas ain't never sold no yams
I'm talkin' sucka-free Sundays and iced-out Mondays
Pin-up Tuesdays and body-tap Wednesdays
You was in the studio, I was on the block
In the kitchen at the spot goin' hard with the blocks
25 for the four ways, choppers by the door-ways",south
397,446,Streets On Lock,214693,33,78,The Inspiration,1,True,9,2006-01-01,Jeezy,0.395,0.75,9,-7.449,0,0.376,0.0443,0,0.461,0.564,170.041,4,"[Verse 1]
These niggas just hating they ain’t talking bout shit
I’m a grown ass man
I flip my own brick
I don’t need your help I can own my own dick
Ain’t no motherfucker help me write my rhymes
Ain’t no nigga pay for my studio time
See me at the top and want to claim my fame
Nigga took my chain yeah motherfucking right
You better off saying a nigga took my life
Want to assassinate my character but I ain’t acting
It ain’t adding up so you niggas subtracting
B.I.G. said it first more money more problems
The why I see it more problems more money

[Refrain]
I got the streets on lock
Atlanta on my back
I do it for the hood
You got a problem with that
Real nigga so this rap shit easy, when I speak
Theses niggas believe me
Cause bitch I’m Jeezy

[Verse 2]
Eyes wide shut, I don’t see these niggas
Cause deep in your heart you want to be me nigga
Want to stand in my shoes
Want to fuck my hoes
Want to live my life
Want to rock my shows
You young punks with your loose-ass lips
I keep an AR with them loose ass clips
What type of real nigga name himself after a bag
Nigga you’s a ho, a Louis Vuitton fag
My name ain’t dick so keep it out your mouth
It is what it is look I am the south, that’s right
Big Mac you niggas small fries
You just another nigga I’m more like the franchise

[Refrain]

[Verse 3]
I was born in the Field raised in Atlanta
Pop busted a nut here so I was made in Atlanta
Mat Lew died so I stayed in Atlanta
Had a plug on the squares got paid in Atlanta
Twenty-two’s on the two-door it sits so right
Ice tray on my wrist yea it shines so bright
Make moves in the day and I ball by night
9/11 Porsche I was on that flight
5’9, 6’1 I call em the twin towers
Had them on the triple stack
Hit em both in the shower
Pedal to the medal bout a buck eighty-five
Mr. 17.5 slow head well I drive, whassup

[Refrain]",south
398,447,Bury Me A G,283226,37,78,The Inspiration,1,True,10,2006-01-01,Jeezy,0.543,0.818,11,-5.845,1,0.268,0.0301,0,0.416,0.533,81.676,4,"[Intro: Two idiots talking]
[1] You know what
[2] What's up man?
[1] I'm sick of niggas man
[2] Wuchu mean?
[1] I mean, they step out riding in this muthafucka all flossed out, poppin
[2] Who nigga?
[1] Like they running shit
[2] Nigga, who?
[1] That fuckin nigga Jeezy man
[2] Man, say what? Man that nigga go right there
[1] What? Pass me the strap
[2] Nigga you ain't gonna do shit nigga
[1] Tighten this nigga ass up
[2] Nigga put some motherfuckin holes in that nigga
[1] Ay, wutup blood?
{gun shots} {screams}
[1] Yeah nigga, fuck you nigga

[Verse 1]
Four shots in the chest, why niggas get at me?
They done fucked around and fucked up my new white tee
I'm just living my life, why they mad at me?
Woke up this morning, I ain't see this coming
Should I even bust back? You ain't see me running
I hope heaven got a V.I.P. lounge
Got some partners in hell that'll sneak me in the back door
You know I hate waiting in line
Paramedics on the way but they wasting they time
Everybody standing over, nigga's screaming and shit
Damn, ya'll give a nigga a second to think
Which one of you niggas shot me, it was one of you bastards
Bet my nigga Kink throw a hundred grand in my casket

[Hook]
(Pour out a little liquor) Bury me in some Evisu jeans
A U.S.D.A. top and a throw away Glock
Bury me a G, nuthin more, nuthin less
When I get where I'm going I just gotta be fresh
(Pour out a little liquor) Bury me in some Evisu jeans
A U.S.D.A. top and a throw away Glock
Bury me a G, nuthin more, nuthin less
When I get where I'm going I just gotta be fresh

[Verse 2]
We expect the worst, but hope for the best
But you know how it is, amen, god bless
I can't leave now, niggas owe me money
My nigga on the west side owe me bout a dub
And my partner with a few, shit he owe a nigga too
I shoulda, hugged my son, shoulda kissed my mother
Spent some time with her, show her I love her
Every night she was praying for me, I was in the streets
Active little nigga, shit I stayed in some beef
Loochy going through some real shit and he really need me
And what about the streets? Shit they need me too
Almost forgot Def Jam, shit they owe a nigga too

[Hook]
(Pour out a little liquor) Bury me in some Evisu jeans
A U.S.D.A. top and a throw away Glock
Bury me a G, nuthin more, nuthin less
When I get where I'm going I just gotta be fresh
(Pour out a little liquor) Bury me in some Evisu jeans
A U.S.D.A. top and a throw away Glock
Bury me a G, nuthin more, nuthin less
When I get where I'm going I just gotta be fresh

[Bridge: Announcer]
We interrupt this program to bring you this breaking news story
I'm Kelly Washington reporting for WKKT, Channel 7
Witnesses say that around 1:45 this morning
Shots were fired outside of an Atlanta nightclub
Rapper Young Jeezy was involved in the shooting
But at this time it is unclear whether he was the suspect or the victim
We'll bring you further details as they become available
Back to you...back to you...back to you...
{Whoa...It's hard to believe he's a child}

[Verse 3]
I was, on my way, I was almost gone
I was almost there, I was almost home
On some Kanye shit, tryin to Touch the Sky
Jesus walks, God testify
I'm a Legend like John, we Ordinary People
You only get one life, there's no sequel
So you can't take nothing for granted
And don't take granted for nothing
So I gotta thank God for waking me up this morning
Ay, and giving me this air to breathe
Please Lord forgive me for every gram I sold
Every, Glock I popped, every rock I chucked

[Hook]
(Pour out a little liquor) Bury me in some Evisu jeans
A U.S.D.A. top and a throw away Glock
Bury me a G, nuthin more, nuthin less
When I get where I'm going I just gotta be fresh
(Pour out a little liquor) Bury me in some Evisu jeans
A U.S.D.A. top and a throw away Glock
Bury me a G, nuthin more, nuthin less
When I get where I'm going I just gotta be fresh",south
399,448,Dreamin',289280,38,78,The Inspiration,1,True,11,2006-01-01,Jeezy,0.483,0.795,1,-6.048,1,0.0627,0.111,0,0.368,0.425,73.031,4,"[Intro]
This one for the hood right here
Song dedicated for anybody out there got some dreams
Dont give up on your dreams real talk
You ready Keysha lets go

[Keysha Cole]
Dreamin.....Dreamin......Dreamin......
Dreamin.....Dreamin......Dreamin......

[Verse 1: Jeezy]
Born september 28 my life far from great
No food on the table so we fought for steak
But I'm so close to jail feels like I'm so close to hell
Moms smoking rocks same stuff im sellin
So who's wrong her or me
She addicted to the high im addicted to the cash
Almost put my hands on her when I caught her in my stash
How could I do her like that lord knows im wrong
Why would I do her like that lord know she strong
I know its been hard but we made it baby
10 years clean so she still my lady I must be dreamin

[Hook: Keysha Cole]
Dreamin' (always think about it) (I must be) (man I must be)
Dreamin' (always think about it) Dreamin' (ooooo rite)
Dreamin' (always think about it) (must be) man I must be
Dreamin' (always think about it) Dreamin' (oooo yea)

[Verse 2: Jeezy]
One thing about it I got love for you homie
Two things about it I take a slug for you homie
Look at you now you's a business man
Im proud of you dog handle ya buisness man
You like the brother I never ever had
You try your best and I still get mad
We risk's it all together been thru it all together
Caught cases and we still together
Headed OT I sleep while you drivin
Me and my dog yeah we chipping on 5's
Remember back when we shared our clothes
Look at us now we sell out shows I must be dreamin

[Hook]

[Verse 3: Jeezy]
I was young and dumb with a pocket full of cash
Posted on the block with a pocket full of glass
Full speed still running from my past
But its starting to catch up yeah its gaining on my ass
Theres 2 types of people predator n prey
I'm a predator I prey 3 times a day
A man once said one day you'll have kids
And how you goin to explain all that shit you did
I'm a soul survivor we far from a crook
She always said I was a lot smarter then I looked
So I took my dreams and made it some thousands
Then I took my life and I made it an album I must be dreamin'

[Hook]",south
